time_s,ch_0,ch_1,ch_2,ch_3,ch_4,ch_5
0.046,2.7126435882170155,-9.429527107497183,-21.424127748090214,12.580405844692503,9.169904012789559,5.629281587869883
0.048,1.5675108662422517,2.5779218628681395,7.687263718474533,-26.285722700904223,-3.974392569942796,19.9909707146843
0.05,-1.8693094462995439,-5.908527920341054,0.8140628337117366,-3.7855692655774,13.274151919940316,6.236947756320132
0.052,-25.16759710820513,-1.9913755840618819,8.501241989967118,8.427083307741993,5.023964884089648,-2.2545471767407848
0.054,-5.386928958466366,-23.8819321744421,2.486186628065891,-11.651199062392358,-6.106433950702699,3.537751748914734
0.056,-0.4850094540107198,7.845223081669417,9.99823013752312,-16.359685127392968,-1.5561486147037171,-14.660569326212416
0.058,1.1330898600330757,-3.1297425538513894,5.2786930022689305,6.114479725557284,9.46073527250732,6.854829844820084
0.06,-15.301357655053936,-10.678427964798376,-0.19067819155670543,-11.210850187577517,-15.253248183105587,-16.559157017304006
0.062,-4.777532760339306,15.609544055919045,-1.647837214230756,-6.7227116716807025,-2.33691170163883,-0.47234525268462024
0.064,-9.785190780566396,-3.78812999041671,-18.89894229738452,2.824612853384256,5.9263850574468275,2.392770290703651
0.066,-8.088372394255993,-7.150214799847786,-15.321110743058714,13.32001799746557,-3.4621816608851774,2.7911441614081283
0.068,10.608986233860787,-9.474273874106915,20.75238832822511,-12.613395779716148,-7.878516676010813,-3.4765510833357123
0.07,-8.075346753318964,9.6515795285897,-8.678401839016699,7.957441040496194,22.553539946251696,17.95716095667426
0.072,-0.32521704945520596,-0.7222284434504417,-6.799563446107769,-0.5422840465348601,-21.749473022185086,-1.0830387936091146
0.074,8.84389867383174,-4.108289065431328,20.603233301274017,-8.354780042758952,6.085385084694286,25.910070979791907
0.076,-5.83600432743302,-14.254948404237169,2.8116468403623696,3.83950809645363,7.261720762770196,2.0024665912297905
0.078,-1.1170194958415962,-10.042604453889076,-19.953488173789474,-5.060805742429515,8.408890715352316,10.054058851540326
0.08,1.104641432494806,2.4389139107475137,-25.578497029299577,-2.5008630045977216,-3.2831981327541255,6.786113450022873
0.082,0.6378177425506195,-1.2240758204259832,-17.229600161902916,20.843730574892156,14.630957100530473,-17.7864749237533
0.084,-12.250558264176934,-21.140073688519205,-4.337120240056451,3.808328534125075,-3.9443082148937862,19.95122133235093
0.086,0.761402303770081,-9.750938983035569,8.224781879765256,2.828616232907452,-11.188960964846693,-1.8006376356094465
0.088,13.588234217415376,1.2560802883965083,4.2625290797673845,11.170206376368608,-6.626060104702441,8.37280721802008
0.09,-15.471446781284824,25.821470775431198,-5.465720890231961,-19.06197874609211,-1.542187663038089,-11.612201239041351
0.092,8.593826880215982,-8.542342319246487,8.20644081262208,14.862041594245463,-0.670824084672247,9.862761327588416
0.094,1.1935402569658125,-23.242564840223142,-14.379280776731708,3.8533829007886276,17.204883795573366,4.197100656010803
0.096,-6.414703941072214,6.648414368107582,-3.7926949305506104,1.2886275300468089,-20.312923973775895,-6.783789810708293
0.098,20.00416546342423,-5.807802321136527,11.029954420834036,-8.069520476947629,5.203305052548812,8.861706555786824
0.1,7.622597120847118,-14.222772063746241,27.57079466687705,8.904269457002322,9.786968950332009,-7.879252821372502
0.102,-11.992889021052234,4.62108863317108,-6.9652817160277625,-4.697154985656102,-12.124670421138307,15.491246945085145
0.104,0.7451622877146342,-3.335025657279487,-10.629028149625885,-7.594692686812228,-0.7154949556817093,-17.510598812079444
0.106,5.766895836701853,-10.648257025779204,2.07724423313942,-15.065279552096166,-6.218620822436734,7.100223692588016
0.108,-1.8878212535074932,-14.130472001773134,2.448248048306581,12.189265645285094,-10.97154349863559,-6.420267539500109
0.11,6.82910267195206,-2.2434506326517427,7.6935073325434,-7.55526257835572,24.296240373764697,2.7511813679863586
0.112,-0.6651732014941557,-0.14552013758535073,5.720241337980266,-5.037275723416801,-20.999553235456666,12.800347493402398
0.114,6.672475608343279,-18.791917803678338,16.471184634972975,3.8074370415088405,6.220002322839279,4.434495968176561
0.116,14.38522591656152,8.842233278720986,19.369008024573663,5.666989063068806,-0.9249560588843433,-19.880144641225463
0.118,-6.756622510056528,-13.701680748239951,7.032487316319455,15.514789291755466,-6.338236797727735,9.304929387326132
0.12,2.0313861038960903,12.996622303426816,-9.700545821541493,-5.704971800638702,9.924404324190672,-10.00507504333733
0.122,-4.6330757653841514,2.3064007461271894,-2.397046993973192,-12.176844725129444,0.07360193551045183,-14.296313470235834
0.124,1.2726841122583084,-2.877071138297293,2.024332830247077,-4.00275054401105,17.905712843324753,5.538688880452732
0.126,-11.8719452785014,2.3457782891264998,-1.9392190903062745,-8.777271112220257,10.987865076419478,-2.695330962756333
0.128,-5.793015965026732,-6.939604744242973,12.418914400658545,-7.910414189437416,-0.9976652805166051,15.840349878089711
0.13,-1.9619597280449668,-1.6649041941682527,7.1290142416840405,-10.319848088919825,0.6028446258470367,0.44750800817009195
0.132,8.987638721004078,15.458664074958403,3.1269973077795736,3.6127825571019416,2.6785616303969624,3.2492451708636034
0.134,11.45222007454132,-6.722542223824383,0.6820738429212715,9.061453966312389,-21.36476561390233,-5.752309709999107
0.136,-13.23527792484255,7.1608045638473055,9.929971961231283,5.617443167119775,6.935135860692874,23.85050885694337
0.138,-7.946423659870495,-9.98416538767738,-7.238770289399666,-21.054300545445884,-0.5598209864979121,-9.22545106799733
0.14,6.469034225734218,-1.202392419900883,-11.794358157760227,-19.269104101711047,-4.663110351430723,-6.8156132285143425
0.142,-19.924197841744945,8.632003293702438,-4.138538817133793,10.44637835195008,12.784426376379649,1.5168081116937344
0.144,-4.63169864952367,-13.02433066604845,-9.958477188941458,-14.63028047019105,9.869961609555357,1.4379116305565054
0.146,-0.9728692567008902,2.3496743140425895,-4.970516137230304,8.56922195715461,4.797066660938952,-10.828368639652235
0.148,12.570149772868199,-22.51003906578406,-24.47034123180729,-9.51137512283784,7.9555962259933946,3.7949397639463243
0.15,6.8940390057075565,-12.476247289359348,-0.49422407041809996,-3.7153700048949116,-0.03254547761437403,-8.019056744101203
0.152,-3.2721342022219786,-5.189907063942051,-6.668723449702039,24.82743012768905,3.1431547466696474,7.190601036254218
0.154,-3.685758940999591,7.817899428557454,7.642017307034744,5.893260214959347,16.37422004869704,2.6946775275934476
0.156,-2.5019540051792495,6.161938391689401,10.043849264997895,-4.259905848358634,7.904403532111993,0.2925114068259409
0.158,15.235294004561602,-10.149919665814721,6.176674229086764,19.286432459899586,-0.7007001785113586,-4.3537148092161235
0.16,-4.280249425728672,-2.320730199824819,-15.715855403590279,-4.390013284633049,9.22644730285332,14.991503160866518
0.162,-3.036803883647294,0.852539934530369,2.176657619001709,-6.7537257891147915,2.193622714216942,2.2093751377330877
0.164,3.5258906728526536,-16.646812674993342,3.1264267068724108,4.903521031046855,-1.2358853299564774,14.826358646176336
0.166,-1.2077044508645511,3.2268593755019492,-10.935364623958124,14.029180418485762,-1.5491960700379002,-7.769687213964658
0.168,-1.9728422796572256,12.500480141871027,4.99090253994525,6.712684254166323,8.960942035337231,2.7715158622636493
0.17,-11.140671431510562,11.42905927928764,-8.207154635815028,16.974249064953263,6.794486520890734,-8.912673970821135
0.172,-0.11521468038548173,-6.918066919306867,-15.106610236748708,13.096566475128498,3.5969562242700577,12.387331534088057
0.174,-4.435812229744192,-5.0881207845848655,4.42567735514621,13.069409696460088,6.875918825791861,-0.006807186936593568
0.176,11.661277761902227,-10.365149957032529,-4.952857717999367,2.948974112369033,-2.0426624168996743,-1.5283726460884914
0.178,6.530885027011638,-5.961162563420871,21.416287009562996,-3.086152317929292,-0.9393110353413006,-0.9386876419194494
0.18,-0.24143613009932233,-3.5043703362323475,2.296876510496429,-6.957504180639061,-11.042046988285632,-9.583843380376166
0.182,6.683810232673438,5.812148971153579,-5.1042229396629635,-0.9217582725757487,29.71285278629541,-7.12141601388536
0.184,-3.398695517131494,-0.18142983016622924,1.6460460761193407,-5.983072953579192,-0.7238994317030867,1.0663147165160833
0.186,10.52126358426947,-10.289283294553812,0.2902037114335914,-2.5914047352433096,6.082420698166909,5.866246185081478
0.188,-0.053995606716266055,7.190625052688744,-1.318009771499911,-17.221870135928093,-2.3535786150881286,-17.13218932135657
0.19,5.833823541804138,7.8015914278975025,-8.969932165330581,-18.70114743235858,-0.3163550691647923,-5.969880581738347
0.192,-12.908932453234872,-7.109675866794431,-7.792093015611956,26.311666862408167,-19.159178300651234,-11.659189522433245
0.194,3.4668004887842976,-3.4723789065416293,15.739312584011476,15.867542844838997,4.755807493905839,-23.380856031261477
0.196,-16.882041173665417,-2.0269866729497648,-7.849055009401619,1.0464237861413823,10.560840584219743,9.553254676666036
0.198,-20.353289449399323,-17.444487593345123,16.699016462720575,9.53321202606326,9.07271408275119,2.118832919578522
0.2,-3.0447687771143723,0.3516572205367469,-7.842807838761758,7.781133279619081,13.643217959711114,-17.054950767942664
0.202,-8.999276075985952,5.7250728370883746,8.364138902679258,-0.7038191617835083,9.993917933663605,6.0199355663853025
0.204,1.6405279571222255,18.47296381573348,0.18025871761515105,-11.818492031024414,1.9969065333712903,17.17184050399262
0.206,22.447566264860495,0.9238507554045932,14.149225720259187,11.40199043016892,-5.834564492694407,-1.9043829024043304
0.208,-8.317231814120817,-3.847370265386814,1.377287526739315,5.320662488894637,3.758329957273462,9.784677291893312
0.21,-6.239435864439059,-2.471138992931403,0.702669594730251,-11.141370702468311,11.290769989551388,13.49271763452169
0.212,2.054039460646989,5.121536951242228,-4.964952254060983,6.712084871156599,25.813815432350484,-5.686998919227186
0.214,4.930132914123563,6.974624812815394,2.6317155714758824,-1.9708861027720372,-7.108475411871288,-15.254054466817152
0.216,-1.764060659057582,-9.575446923386913,6.366427212815457,21.813085035159713,3.4156051392006543,-6.592834870170158
0.218,-2.0593033025321645,0.9388352935722104,9.239934194958394,-23.704522634924796,8.837912341735985,-2.4398523843303606
0.22,7.024629551205442,5.55412842156716,-1.6596377249538075,4.869894659488593,-12.30828919376773,1.664039248200266
0.222,5.199076370338984,-21.062221774014645,-0.11235834278797605,-9.27809316403542,-2.6626808206025787,-3.9186832805185774
0.224,-10.336758320736887,12.735564140226032,-1.23501764677564,0.0912578455949675,11.676978901342137,4.259654807489273
0.226,-0.7918131861584183,-3.112363247879218,-20.53421824599289,-18.14214115932321,5.61880711177329,-7.495115390151391
0.228,0.35286848661474135,7.7391935305216775,2.399751027849355,2.091573307511963,5.301913007823119,-2.5859321013181455
0.23,-10.544846220491104,-1.4311695769111266,-11.986873185222649,-1.8056352476965505,8.220734180016136,4.74557247548161
0.232,2.5983910067436335,-3.425061623817582,0.4631152394382953,-16.46275056008832,-0.5977457283284469,-3.2321307497922813
0.234,-8.579564771765439,-1.7192078195740634,-5.570917744046307,3.6216057125803083,-0.964848544204166,7.937292345024187
0.236,9.720667079170427,1.9141823727520375,-4.888188842254374,1.514232170586956,-1.117389199013756,6.516920739952324
0.238,1.927459126050724,7.730842723011349,-0.5774028369665941,-10.790584266880607,-2.8745093978103995,1.7251358621341617
0.24,0.8930648576905029,-3.596710697297121,-12.44545192651387,10.73189464715879,8.859386880694352,-4.3700745785839725
0.242,-5.91028352856274,-12.157845454630758,0.20469309847288272,-2.291929129095347,-9.178784448637767,3.121275547014693
0.244,-1.1860982387769403,-7.940184805126212,15.934618757800422,0.29342128301330944,10.95690886108265,10.064386090839541
0.246,-19.977462929070548,-10.713074432351966,16.15154821875312,11.318184588935921,-0.7242427799778928,-1.841265985177169
0.248,-11.314074705230585,6.655267638568133,18.275848983354244,-13.695536689649526,-0.34128431513114427,-2.980149149456115
0.25,3.6283979918875433,-10.5254093009945,12.007217175369217,0.874311199565691,-5.305610772629236,12.413494212208851
0.252,-21.285670418221446,14.263898924405098,4.75095809815239,7.224791074743083,-1.639419399356366,-7.98586971706511
0.254,8.466085214811635,0.3700608823894691,19.84556177707234,-14.13128532485166,-10.972663921540066,7.357546585614795
0.256,-17.460964753739088,-1.812815181089233,0.14593715645260374,16.45931608532696,-15.991217734640896,-18.895835042344455
0.258,7.567385026642675,12.131740255618924,9.599138584996453,6.562545310121858,-3.95755059503946,5.842798141489796
0.26,-8.454970328793241,-4.591445357428695,6.28198758549456,-8.702433198080712,-2.0077143779113467,-5.965427732951346
0.262,7.789910843424613,-3.870259286377307,2.39024240470206,14.906332486329148,-8.806201191286913,-4.758417617705225
0.264,1.3095120758479981,6.882029831593971,-7.996230624393515,-3.0479053070712196,-2.2166517567912982,-4.675556580456034
0.266,-15.368349402914887,6.488434609144305,3.6093546843147806,-5.978749612736976,5.447710714370818,6.395815902769478
0.268,12.491487495584547,-10.877273960288953,19.32992568319445,-9.953658224644833,5.34231128819452,5.324564318940234
0.27,14.417071555226116,23.679198510959928,4.054232707039279,5.922301555963401,-3.8875303798176404,0.4255853054535455
0.272,-0.658049060002071,4.78626298277601,-2.6058590454220316,-1.4132897550370696,2.9267827650908425,-27.711382029395043
0.274,-2.7391627217232033,-13.437324869374423,2.7454827329884446,2.4095135728513446,5.800080576136737,-15.766654192758223
0.276,-1.5986696597063634,-2.6294275850009936,-3.0366383662401883,2.8865304058419334,-1.3084369718259237,-3.998199423226808
0.278,-9.751523227787462,8.378012258315556,-0.09236774107404527,-2.593850456807182,-11.702530524836083,-10.93630722800281
0.28,10.985867597569177,1.321677065710962,-7.5845100496452,-0.24495576719219941,-15.566045506466455,15.901598460286587
0.282,-5.428919317301868,7.696513955966236,8.077640386310925,-2.3901514690475407,14.960225192849009,8.739993882277947
0.284,-0.5119041269167658,22.79481512920469,-2.9070380540327805,5.877962932993885,-3.900761778133167,6.00312544630158
0.286,-7.932964032030436,8.452746576919864,-1.051269993595508,3.5975945835529903,8.543649804950133,-9.116670523623938
0.288,-6.260730997201972,19.229849489357434,-0.09610802428800518,-9.882490392505876,-19.54266247965563,-15.345476116583587
0.29,-12.777251516511704,5.967050851502618,-15.500895947641455,-5.333114446725178,-10.001734389570505,-12.0564548683451
0.292,12.570693137143927,-7.48014817570221,15.094740803419782,-10.271426423939353,-19.040860449241624,0.9002859713761631
0.294,-1.5408757320601318,14.294164506502794,17.765921726473042,1.4460295698094905,5.063622080216435,1.2823368178511525
0.296,9.659216187288088,-7.808722872378374,-6.054726289737008,13.580997678470839,3.6728419661356835,0.8866934393963256
0.298,0.13324596913259762,8.772761283094486,26.283319310729564,-0.4018481531295508,-15.153779264176697,-14.313505772280612
0.3,-6.9440352770289415,5.750828214380328,1.3207434808603837,15.581624969849559,-1.8952354087513876,17.12386711928587
0.302,-3.2668526000225215,-9.235666623000188,-3.8309489499700335,-16.26598960474431,12.875099044582704,5.735805137261551
0.304,-5.602310505028996,-7.79913212866531,3.523388838133359,1.545549089871936,0.23097924785910873,7.969073899288386
0.306,0.07959099184913658,-2.503253632267633,4.953892005862302,10.681074503029748,17.30099774622338,-26.636744176682615
0.308,-3.7526683967695567,3.284577356449075,-4.918867472381536,-10.139996133365203,1.4261926538834775,4.79816195550566
0.31,-2.9992171594179835,12.618113650239987,4.6741586796769505,-2.4495141246148684,-10.369901382145015,2.3540747686448316
0.312,-13.785746841359137,0.06778378445375535,-12.396280782565812,-1.4589605798388798,2.022919493753112,1.7947831121165958
0.314,-8.068459276211206,18.34669505178316,8.099944818006142,-2.7376488845579763,-27.11116928831816,-34.044960598814335
0.316,16.5405754880043,8.098871428580331,-5.880631275486583,-6.277173528240322,-18.956312110932586,-6.372173478471376
0.318,-6.712332162517173,-7.025331639800896,-14.399544958319463,37.471816303269286,11.231009025552742,2.3574967298562126
0.32,-10.540937876234928,-6.78392179537878,-0.003476240818803269,-15.36518557309002,11.766176693982398,-6.234856825306949
0.322,3.3732633257503086,0.2703525713313997,-12.3203160213661,2.78550954090335,14.274037879497435,6.306479015875325
0.324,14.07272199556532,-5.76487775552116,9.728151697817754,-8.36100612000147,10.880745795842934,-1.4378319352792304
0.326,-14.540243024812082,-1.4442467885889783,15.806585268228053,1.7651520885440666,5.864586105310799,2.6150026931914905
0.328,-2.0852184825127065,7.23006095718252,-11.111360403137201,0.13788877150469692,-1.1838458081145,2.1160365981410787
0.33,-6.320525539349077,2.098599157176367,-4.750326261103621,2.599402973701441,0.30977741650975366,11.487382248908727
0.332,-17.61019474327403,9.25433601903912,-11.567189248947816,-3.9425455825380307,8.889981354077063,11.612916268606517
0.334,7.349267092583915,-7.372734178583783,-11.691951662544577,0.5087768643317653,0.598529010726055,-20.225681619281417
0.336,-0.2344391855484465,-9.098841461458932,-8.793872436813606,-4.087760291341065,-9.228932504623993,9.368083574043775
0.338,0.7144184429260535,-14.451565057364588,-0.8072525765944655,-0.368096486174238,-8.361392646061999,2.962723425649312
0.34,-7.523114724455891,-18.26648969859849,-14.28567433193379,-3.4658142143323816,-9.463861567947983,13.569299373139025
0.342,4.547841629969166,-4.912603885524743,8.041307215991209,-0.36377738589538383,13.51202536873273,6.57444063703964
0.344,-5.39297349487321,0.2578624591048739,22.675335660092873,12.972146361695486,10.267790289739384,-4.265203291376733
0.346,-1.429032084967607,-2.4096425014965153,-9.814003139645473,9.027016148366355,1.0095341648237541,-16.78058070720793
0.348,-11.08260792181513,-0.3389762545941563,0.3972950558640939,-20.919424521658026,-6.025228861701635,11.840862609940201
0.35,-12.161027602081953,20.049242131502254,-5.345941393606136,-3.8299057228054756,16.493140282516265,8.54888831902895
0.352,13.355318553000226,-11.289652443102414,-25.443937258581766,-15.70672742320341,-13.615473789081385,9.999232552132082
0.354,-5.071047045384752,-3.066498293687566,-19.621226642461703,14.363377342197076,4.772634723437194,4.093339547508827
0.356,2.916803563558019,-5.249912943791685,18.028014901653712,-4.664844048944018,9.076227351126677,-17.81470501503525
0.358,-0.3379043476737232,-9.440797559002858,-0.4258431628059775,20.6560038454049,8.668657052211632,15.277409615419632
0.36,-4.411452027621841,13.173578003278717,16.263704721388294,-0.8860868591502273,11.532803182352527,-6.743263352652983
0.362,-5.079609703372196,-0.663045738163351,0.986724176301806,-8.901057749272896,-1.6234468253510734,4.225460706377539
0.364,6.300825914455861,12.189911425373364,9.003744146919775,9.870978068029022,5.378240420758644,-12.164793112552115
0.366,-3.018676045339098,-11.604903257254502,11.4118302590926,-26.96440059632301,-10.78045198836634,-6.763249523239539
0.368,-1.5144364817129201,18.441174256915794,-4.739026811532275,11.146771814337221,2.6434406041087226,-15.595851762929504
0.37,0.22221557194479513,22.34055482534188,14.34282266110339,9.336148071191154,2.1643215871430352,10.037396094335985
0.372,11.765083202520014,-9.017972852540396,13.645088501016865,-0.9060081903760329,-3.276058164702633,-15.556802454125762
0.374,6.805109746331382,-0.4014968160795036,-2.3307442714121933,-14.685010952436624,-3.9304922259369954,-0.5746096012418801
0.376,3.826002677279928,-1.5860670437729691,1.0837122997254356,-12.386691981172751,14.044772868018011,-9.137240167367118
0.378,-5.635713933532417,5.303334314077468,-11.247055691520815,-1.9666055595447443,-17.657812645404654,5.087139207492052
0.38,-13.819687200064655,-13.282946293867058,16.53208380770158,-21.415377495184163,15.173170021644202,-2.1058563624409534
0.382,9.49529931735302,4.401067785354637,-9.041250904706198,-1.2339865174749465,-20.96080518713796,8.856579583077512
0.384,9.664471342208762,6.998641623567656,1.023891845084369,6.206637643376066,-4.125967851742272,7.691640097218274
0.386,-1.407083991233403,-6.264882019153951,-5.168813791604468,-12.716231243702637,-9.995890271255757,-12.570685591062086
0.388,5.41883841603518,-22.905026732058353,-3.888180361884232,-12.242233383640484,-2.113450802211381,1.0965371213726243
0.39,7.81443053885405,-7.0599978416928755,9.853963691536734,13.135632368079513,4.591008349202025,4.001427135913856
0.392,8.311844526649818,-4.204327651010553,2.2900081564193924,-1.8933462635765255,-14.855549535494433,-2.078744130662276
0.394,9.213834732464708,7.392952216016746,12.009442869633933,-4.389151252357142,17.674397974693047,-7.911236872455384
0.396,-4.556176506611328,-6.435878327165577,0.47659167148591136,2.4342020257071324,-13.124462321740129,0.0021171236417591786
0.398,15.149729826647176,-11.742955355384412,11.843940562259833,-15.880575824748037,3.6636651985244235,14.088736514440592
0.4,-12.465930582857084,5.93346717581157,-10.245555044158705,-0.8410776343420999,10.721495688282584,-6.524261665603497
0.402,8.61723076993649,3.4757823124620106,-6.959646649623933,3.6606695308652695,6.836692420629019,-5.196474911031644
0.404,4.939320790307585,7.107462425164854,-34.1418708357158,14.674029744393584,4.270814002052299,6.4862983922768125
0.406,8.736191135245024,0.2385330066344951,12.572304805310528,5.196018197336994,1.5476529810222197,-18.725669753295612
0.408,18.79008307096737,10.345292915007223,10.72562993316318,-16.241673514773062,-3.558484987149415,1.171770041447733
0.41,14.84445473378649,4.906654739915485,-13.19056258320041,10.219986083018211,-3.0683655826791316,-11.609905351755112
0.412,-11.45176907189325,-18.06738090100881,-9.378861245738022,-9.226197512268513,-2.722767343961693,20.68129442358524
0.414,-16.88671580267857,1.7765881338962832,-0.6604500678060082,-2.1787110738046493,-11.298592853376677,-23.566882868867793
0.416,8.168890590537966,7.522474667317333,-10.181428155864282,9.375655799209294,-6.113699988918296,-7.693624130942341
0.418,-10.15012415875923,0.16421659981727665,13.486857942389236,7.876327579954163,2.2328533179066627,-8.910944158201202
0.42,-0.12405388647513299,14.409252466106125,18.009213444392437,-6.828859820515193,22.180337839981817,-6.721232475904316
0.422,8.39727477005194,-4.752051500510137,2.9183928140456636,-15.390963237491835,-1.9757289369913422,-18.09086404529481
0.424,-16.437973511855862,6.784961058538299,3.4201210211358113,10.707840399328276,5.750248658766192,-17.790959448495325
0.426,-21.099804543094788,-12.483927733810198,-2.021840987511827,0.7556420574615959,-20.66174101007666,-20.671110596984285
0.428,2.59299020337227,-0.19018236420463133,-13.077925475006538,2.72036264420508,-10.07609028877172,-10.037876653636285
0.43,0.4438588961329704,-5.681475455719214,-15.213954711433416,4.853360915114927,-4.536994360812276,8.989363071175747
0.432,-2.4580307138192254,-10.194527196506304,-7.189561810846026,0.39902131977723077,11.816066210503207,-6.021459662333639
0.434,0.3853476377021816,-13.250127589280655,-0.9593133073754325,17.86619329444754,-2.155651347425692,17.082227292566305
0.436,-8.605156073672797,2.0526468940794027,12.167687845893344,0.375261106993478,-11.161913155042296,3.783242009268312
0.438,-15.13494407272107,4.098979515902153,-6.831520590134515,11.40721264503146,-2.9939373642354354,-10.355020884891456
0.44,-1.666548508803217,-6.527725761618822,4.33618322674658,7.657735105349087,1.3786831736841687,6.721185495475503
0.442,-9.717086910493917,-12.552557492710118,19.858767531113596,-7.471916303941319,-12.228967108984754,-9.451784226292292
0.444,-16.434813224111068,-8.94637195181191,19.228952933575474,2.8401141310872253,-17.642265855981233,15.249037296061749
0.446,5.056810713932767,7.424223988704233,10.575418897646113,-2.4556854601053697,5.63282481200003,13.2631461663286
0.448,-0.613986284221758,-12.201356008358438,9.911004388328193,-1.3320920173358677,3.177832336153077,-5.145480459809163
0.45,4.065285366328139,11.20512965664497,-23.872556818489482,6.0968389292187455,-8.616967736252617,2.7376757936657468
0.452,-9.89294941425937,-16.86547301180825,-4.336731957128478,-0.16879538147166,-4.69208715383142,9.487589442628183
0.454,-6.580587918366579,2.621447857083789,3.0571559800314962,-9.197021448147654,6.789672954482626,-2.0346250249568967
0.456,-9.990430272201657,6.496691125036954,0.3922162734434426,13.758371850286505,7.673021165167616,6.614536711993486
0.458,-8.866418670580481,12.045860374865418,8.208386564426487,-2.7136142814316604,-5.81511813727429,1.9491664772924044
0.46,1.9540791774940214,-4.45378430864114,10.601124155309506,15.637598394228124,-5.925995196132108,-4.976392137576461
0.462,-7.8297461633494585,-7.809006697691309,5.816930695456848,3.4336818807849605,-9.758596144888786,-1.7373466616584863
0.464,3.560662888202746,-14.386340117631116,-10.154131398739807,8.850268451364085,-8.37053097215015,-13.343507140592994
0.466,3.3975592541821618,8.937316580381422,-4.443676653562089,0.07280427685586047,-17.40754011891404,4.155837879261912
0.468,20.251609868801026,-1.4432410440794667,-9.144081884407054,-13.261729979924201,-5.132709060894353,-11.334727723766907
0.47,-13.927890458668095,-4.744531634836925,11.306926254069431,-0.7030071462611578,-4.136291556835264,-11.104263742639372
0.472,8.879023778350454,-4.342444243170755,4.247983611486822,-0.6699950928511191,9.859870106940154,2.646813218748152
0.474,-0.894879618884183,2.387080640105658,13.226816785765273,-2.932807281891829,-31.487545070269757,-15.383301589650323
0.476,-0.1402973013099694,0.1791352852905194,1.9386684187786731,-19.207051433011845,4.985964179580675,1.8105956883901233
0.478,-14.49863821906611,11.652386157863589,-10.333445462097888,3.00834854230406,11.1881253009089,-8.48773848716396
0.48,-4.601938127246543,-21.656072897857825,-1.0163585470667138,-4.5659886265338585,4.382849634052809,4.221739912629196
0.482,7.43197263443954,8.307117692326365,-9.753363542846321,-6.036889120613221,-17.001138005423332,7.337516235014166
0.484,-0.8247837201730518,-5.460067512358019,-14.355042468595505,7.5422944732876775,-18.053430288498042,13.69404035221304
0.486,0.8105437041126562,-0.915362492767693,-16.18827590926057,8.741225946440343,-7.184401212001945,5.641661540997597
0.488,-2.9071668060054137,-3.273511704855068,9.655906401595216,-8.798964400477479,-2.2498780385936907,-14.851074173904525
0.49,11.545697469862867,-0.9780197476001535,-2.964836059690774,-8.468776975438605,-7.151635923376806,7.064903792144767
