time_s,emg_0,emg_1
0.171,-48.80639119393867,-42.749487492972655
0.172,11.306961728745764,45.87832899637881
0.173,65.1931017536664,17.411172935694726
0.174,-19.13455301026568,-76.7904605805633
0.175,-38.61793192661632,-8.208690224192836
0.176,13.956401670419938,-6.306844677825266
0.177,93.48166028775024,-10.24961563827517
0.178,-64.46253721234403,-32.7298088529826
0.179,74.8647917838122,-14.223870402311867
0.18,-42.868403549229356,-17.931379492856365
0.181,54.554943306951934,0.655941080780198
0.182,-10.332425531385937,-28.17371866765391
0.183,-25.760889509964606,-16.30773091745226
0.184,-14.070380199155954,-11.761081686184855
0.185,9.94933746843596,157.08470361600908
0.186,85.785481973036,36.25556847851483
0.187,-6.17118540014078,-47.91822587830089
0.188,52.72568913053233,-7.3673494348919775
0.189,-25.05965760536089,-26.255038834073158
0.19,0.23676279418210852,-55.391060615058116
0.191,59.73100797643108,31.359303902441905
0.192,-44.71120391011013,-29.707500183401773
0.193,-30.17436027361172,2.048863697066353
0.194,18.42347144946737,-58.18028799231102
0.195,12.838139292000344,-68.12415474786945
0.196,33.80897269378569,-23.971139889406903
0.197,87.24977022597893,108.61597560044942
0.198,-3.7511564159388104,-36.236726962857006
0.199,9.993254154027927,74.8943764654127
0.2,25.074150920131576,103.59328674861577
0.201,-19.254200515144294,23.91628913421536
0.202,-29.466152545617785,16.672605408599267
0.203,1.6664593011923725,-9.168448119703656
0.204,24.430849826248203,-37.630958799877675
0.205,87.68167687180105,43.46993973261691
0.206,-55.331912499761756,-60.083898308611616
0.207,-87.10588223164642,62.391600386411405
0.208,18.00310446215355,-3.5747946401774278
0.209,-74.07043518085888,20.26536627137777
0.21,21.017915670894116,48.4464510996078
0.211,50.241025471090865,-0.6930102228097622
0.212,-56.76717582227964,-26.51314048204573
0.213,-13.468722842061553,51.24197639883283
0.214,60.368583135219964,32.69568358622751
0.215,-36.648940251184506,-4.75573455417155
0.216,-53.790143152312794,29.95837254264964
0.217,-20.819909492961116,-75.11138546599064
0.218,-73.42994979398978,69.2325950986034
0.219,-40.24760638676912,66.28100865193186
0.22,-26.952998646915994,32.28178491534995
0.221,-9.570146044643804,14.33203809964059
0.222,-32.722113218418215,-41.65284324574506
0.223,-125.24072670058226,74.49399223340572
0.224,-34.63653637466314,66.68041352491684
0.225,48.77528537885502,-53.15347908736674
0.226,-18.95400114251993,-93.60642553193364
0.227,74.13060832545352,-23.44699788699658
0.228,-43.468314491761895,65.95081359988647
0.229,51.19642108340232,-119.91467657376171
0.23,89.93184572945032,-65.04053195141111
0.231,-81.9891109121221,-11.404756934714996
0.232,5.568450462602414,-2.7338322245922235
0.233,111.91378083733238,-78.00121877621274
0.234,-90.70095172496741,74.8534175626493
0.235,-0.2837904525417839,94.17354126601735
0.236,36.7723150379333,9.602115891547124
0.237,22.78606859434438,10.825586218657191
0.238,-9.251820296696698,9.063307973639342
0.239,4.672296856126481,-44.11960765485618
0.24,-86.28763517843969,-30.948777355631446
0.241,41.154720880271775,6.43060393497734
0.242,38.81218168991443,-55.83495386482776
0.243,-42.960458524666265,-0.8442636235175641
0.244,56.65967494813538,46.27442455454339
0.245,7.791892348942361,-26.681296397639375
0.246,74.92813980411643,-25.23858817829759
0.247,19.707087169916594,38.765569426319885
0.248,36.381084973208424,49.652862971298816
0.249,-24.864316002614867,-25.157626967001068
0.25,85.62552964021619,36.10108571668778
0.251,111.81321718726622,-2.5304545722558953
0.252,-11.075328405855494,34.34996247578529
0.253,-21.060731205245826,-11.492736135966897
0.254,-19.491566215027042,-29.205653475013584
0.255,34.838013692130836,-24.9200802492072
0.256,-6.609938677736908,-103.7798693991496
0.257,-0.35739411818361055,-37.707695804952586
0.258,-9.094563588388597,27.031727768948056
0.259,23.209282242533224,48.87256967047282
0.26,20.48946738130171,15.762423613110657
0.261,-73.34851997128149,27.760219178396454
0.262,-70.24447890672768,-64.43947719460978
0.263,-74.87651156540747,-93.42577886372464
0.264,22.473782094701615,15.941365106899008
0.265,-26.123940083401486,92.765781620993
0.266,44.158607841942995,26.075894682432164
0.267,-38.823988332320205,-64.3119931886571
0.268,-16.68803594614416,-65.1347545899182
0.269,-4.241307155452328,-9.65070127943976
0.27,-47.7914718675493,71.87147085075966
0.271,-104.0910832589904,15.869646792663113
0.272,-52.858777805651435,-34.810989031594
0.273,5.541887991973648,-22.885639741228445
0.274,13.446205689159122,32.264370780710124
0.275,-64.98911139911473,-46.06154639949013
0.276,46.699157642825874,46.63109435625219
0.277,-37.40563353170296,18.13493105677605
0.278,-111.03164772915062,29.178598144600333
0.279,-29.96279661042358,-24.577675274002225
0.28,47.791926871103065,21.692684707284542
0.281,50.38902744679886,31.84268155451199
0.282,9.494991496877232,-14.065389131794948
0.283,7.242464727705801,-85.9908656449174
0.284,22.030220421556955,-104.20016574900292
0.285,-39.755179593175235,74.4233569179624
0.286,-30.889588063181556,76.88955541921419
0.287,-28.13346670613996,-9.13464613850206
0.288,-58.04439419979407,68.22875830490915
0.289,53.57517175471439,-12.29006794108218
0.29,-58.66068918997698,65.78772919180354
0.291,92.39189775784604,-91.14183775750502
0.292,-57.919205100592016,15.469037480170625
0.293,68.68253952229813,-20.807945330432492
0.294,96.95932662823068,54.67670827500169
0.295,-10.75978784826312,-75.53781214674669
0.296,-24.472506501101606,-38.55429433976776
0.297,-12.173614340460489,111.944085076197
0.298,0.810328883006356,-79.26512448995756
0.299,-10.922318779077225,-12.921903968116963
0.3,-24.36376884535264,26.470031231903974
0.301,-56.93345621735111,62.11627107533454
0.302,-9.095899390398326,-37.27244704419933
0.303,2.8448207097990315,-82.19775094907288
0.304,31.43032327382554,-63.921554531722904
0.305,24.367453954910115,42.13188390618192
0.306,-42.18675811071929,44.82389230571477
0.307,11.38942725481296,90.54388435051703
0.308,79.78139044923847,34.88188067328545
0.309,75.86157696185634,-62.12659179901628
0.31,56.51246829829647,35.04742745112482
0.311,93.28998917106522,11.818491544096652
0.312,82.3673334248062,77.87729746590594
0.313,60.75571577080334,59.16967906055988
0.314,29.393135130814464,-96.74624719545774
0.315,-84.6510865237684,-32.40218822614933
0.316,41.539958803616265,-65.00332580644283
0.317,-59.48247001476087,39.38487236564717
0.318,68.74989280708739,60.80700922041944
0.319,-12.348902855879727,2.8339382592576072
0.32,55.662521744892935,-19.311163493179478
0.321,-9.458539625902102,-28.01805497534785
0.322,22.050722637503867,6.655331792810909
0.323,-49.96245887966549,-57.94398295829581
0.324,-65.12310315048701,-72.7158568885903
0.325,-0.19671639159007187,-24.99064936904845
0.326,70.20294239952287,-46.58191625015859
0.327,28.156023006126222,-27.32695319392413
0.328,-14.300464028775734,-85.96328573915227
0.329,-25.225465796274182,49.26433358423435
0.33,10.604724493314128,-24.8417322633717
0.331,-0.05870217982369906,36.62726771555754
0.332,-3.2898183905678287,27.113976559127163
0.333,-28.52246585064454,-22.35766679578542
0.334,-83.11847711748628,-46.05384279542154
0.335,-67.72874894162956,-35.96992958580675
0.336,20.325515535471872,75.20306059684559
0.337,31.654847109334703,72.35135138686888
0.338,-48.66593707296333,11.729284953454115
0.339,24.40365368560615,49.508790104423646
0.34,-30.43674976488782,43.06436629837385
0.341,-31.341991700428313,-66.5379552421233
0.342,-21.156893009695473,8.061465350432801
0.343,-58.94589488362276,-60.944915732823986
0.344,-43.08584697588101,-61.20095091428529
0.345,-54.21755409859925,27.01015034818184
0.346,-22.535066747810117,-133.76831438138157
0.347,-58.76263818609502,95.96251025070214
0.348,-63.173026067632335,44.05943842396656
0.349,-37.05173622558628,-1.0586938844816147
0.35,-8.094053139723787,-29.484675263984517
0.351,-41.92068913980876,4.608933266432892
0.352,17.488417162864394,15.871280826000428
0.353,-68.84125051859439,23.073889845981384
0.354,-11.646604671089847,14.304942846180719
0.355,-51.977064786713775,113.65227101629807
0.356,-37.87766625331494,-30.288702647668035
0.357,-25.930661997326247,12.301278229194903
0.358,-57.75089025781482,-23.072986657526474
0.359,-56.54114345327657,53.51288197337502
0.36,-28.77606499122634,-64.56917181552024
0.361,1.6143560437289488,69.99271503599319
0.362,-60.49924756355761,-88.07043512855458
0.363,71.69923505860353,24.4146176819467
0.364,-7.396818906178212,8.21686137530375
0.365,0.547099260259146,5.475435605151012
0.366,24.237464946236205,-93.72077553560291
0.367,61.59152917238882,-18.8011888596586
0.368,-64.65732910406413,43.4066276916102
0.369,30.6123827524867,78.32144002023371
0.37,148.96586729998867,-41.9058843861957
0.371,-69.23863986992212,63.19258366492731
0.372,27.328465792490498,39.82081132926664
0.373,-20.367114207235502,-46.10632371984623
0.374,15.689467685562603,20.19325235565247
0.375,16.387107521132865,-10.024192060826003
0.376,-13.571194583990845,-7.72556906869916
0.377,13.485387036211376,19.283106542806447
0.378,127.34472388389146,40.075404876077734
0.379,-70.57738371618214,1.029373766113113
0.38,-13.70135815282306,-74.58774774022321
0.381,-24.42853047545355,28.120607257717907
0.382,75.40817847208172,-17.65026354931202
0.383,5.745010678861714,13.83705200148761
0.384,44.56551589591171,73.71638940912558
0.385,98.31236044583659,56.214478564226624
0.386,99.34424472438046,41.2837066150906
0.387,-10.6813158160632,-41.223943146966704
0.388,-59.15194805013599,-10.89055358770771
0.389,-38.695486148104294,-59.943490257499285
0.39,-29.712633239231916,-40.53350361010844
0.391,-4.7833081419969385,-1.7026847528171498
0.392,-9.64827956840629,12.802460484569773
0.393,-51.510343050481275,-16.065836650141282
0.394,9.87472547249212,-34.61778391823127
0.395,42.572771142848175,-23.348532754082456
0.396,51.76832176532326,31.105914333150153
0.397,0.008529495506328614,-11.13522047331601
0.398,46.02551899041537,-49.60274824519988
0.399,-10.74743776301221,-76.39544496977072
0.4,-10.545674259420618,13.238720479813024
0.401,34.841037549298946,-57.894327200520266
0.402,13.752796086071692,60.52075538738965
0.403,-41.637228394160594,39.867973666076196
0.404,52.8891403557388,56.10380981222075
0.405,-70.81609459410394,50.08757415735504
0.406,19.366124089971972,-54.28778662784066
0.407,-23.285455455701282,31.55291640456316
0.408,-24.697868067909347,-64.5501895729255
0.409,96.8059968721786,-81.40351981154281
0.41,-30.754014919588418,-67.33865449924562
0.411,-26.616693557477888,39.399392048967684
0.412,36.07581994082824,-47.44725554835265
0.413,-16.80321520666299,-56.31313317887913
0.414,-11.508986382377126,6.2798114804875915
0.415,60.05540621447868,41.13661605409257
0.416,-50.25780451774645,20.546859704270556
0.417,-26.58359087136898,57.828280685229736
0.418,-77.07463559229085,14.42186791379687
0.419,28.271383701554864,-2.005322646246343
0.42,3.8689906537342424,-40.51257294230689
0.421,-44.89659262502753,31.542867647923785
0.422,-11.244253680508592,12.88174164410956
0.423,-33.976025406323714,71.64784480286632
0.424,-125.323098485812,8.587938977249628
0.425,9.91092391984758,18.94675975168702
0.426,-3.5658841764578564,-29.832797826975398
0.427,-77.35558039255605,-23.84557418039389
0.428,34.63566612267541,-26.305924361628996
0.429,-43.66678623173975,-74.9733633219423
0.43,-10.94705226452131,-33.51135882091196
0.431,22.99650264319546,-15.259467492953952
0.432,53.82241691069439,63.39150286458073
0.433,-21.415128342419237,33.77801298695765
0.434,-33.371253272235904,40.09541471286248
0.435,44.18361168324739,49.564043619043076
0.436,-67.735557138731,42.5224198984539
0.437,-15.44452900544937,-37.86938109568068
0.438,28.02688705334047,1.9859256394174452
0.439,-41.962626874011555,-18.514279434841207
0.44,51.533614201148225,35.31126289816899
0.441,29.378718667165423,57.98071829399021
0.442,-14.620550820677296,117.97530805704226
0.443,-36.09868069471654,29.47369597129193
0.444,-68.9454193039008,40.3337460660375
0.445,33.42358692088651,-35.50046357744568
0.446,-62.964044584740634,34.88412341962502
0.447,52.27285785596081,21.78130324267981
0.448,-47.17812037420058,34.03309487719489
0.449,-30.067893480932312,-0.4684385761216707
0.45,39.947743204557206,58.820171963029054
0.451,-28.08955680834838,-1.1978712035398713
0.452,-74.65896322908488,58.42077645884927
0.453,9.6870853316397,-102.59035779655532
0.454,-54.164308810890475,33.13036492173823
0.455,45.446990225498176,-23.685211693236134
0.456,-124.21661744157176,-27.58495468507173
0.457,6.110868974556315,15.765817769357305
0.458,-7.569269818931818,15.318492760262306
0.459,-4.134607199922701,-24.213680830918364
0.46,24.76771858682097,60.850794695563025
0.461,-62.42982760165533,-78.01057878824831
0.462,-30.05106438015,41.482751947140265
0.463,-7.831678574346627,37.010073234509576
0.464,-75.0002643085246,33.43784669872025
0.465,-21.562683231266966,-8.3915427375831
0.466,-53.54248201197066,43.07830878799536
0.467,-8.638486468608122,82.69868791020879
0.468,38.495273418638874,23.876695772943147
0.469,-36.49202929716548,-3.5315354457874664
0.47,-38.953150650155685,20.629999916239495
0.471,5.8497549535182936,-99.08865899716704
0.472,-94.59831992091522,-1.8371084628744891
0.473,-11.816105756438581,6.329726618676373
0.474,-20.459700924651074,82.69344529179007
0.475,45.74295724981219,-49.73334029586047
0.476,3.9801565602627846,-51.01939574952142
0.477,16.6618866555835,3.9852278178166127
0.478,-49.21065728445889,24.141070384276674
0.479,-0.8770295771828708,57.76356445758969
0.48,-71.53355811190875,37.29897451165489
0.481,-17.572783354090014,143.96387064570172
0.482,58.60083897118079,-39.01949209280488
0.483,44.084513559868796,-59.99383102223179
0.484,3.089384974123739,70.7620074322365
0.485,54.001287399904285,-31.07674424751114
0.486,42.39123776965859,109.9498455908825
0.487,-43.132915128690904,-19.336376453033154
0.488,-7.048283711979169,-66.81157850316067
0.489,-73.51084645765117,41.24119496311222
0.49,-49.813700079071964,7.283686938873432
0.491,-16.462429575931488,67.15590556205372
0.492,-8.224553615237083,-11.519836641452507
0.493,-102.43305947944863,0.05259534183736902
0.494,19.583824158845793,-9.305494061541104
0.495,-10.143036042221834,-82.87044009822189
0.496,42.50513073103539,27.644803820289525
0.497,26.122254011310808,-25.675659062558303
0.498,47.822335169121146,-62.71356379981091
0.499,-40.49896291103846,40.27233876366693
0.5,-9.161069633119705,67.96570940608483
0.501,116.5866097135438,-12.70578305863192
0.502,16.73064976006822,0.5807351554327809
0.503,-24.621309619838925,-8.602874100694153
0.504,1.9272595923530478,40.92944353844532
0.505,-69.14909075245961,87.20302021961349
0.506,32.92403194933329,-63.93332959724673
0.507,-23.644469912609093,-1.363369833263913
0.508,3.9102211891898038,-2.1089571956458504
0.509,-50.92046497609547,44.81173334535719
0.51,24.735814794312848,18.054180885374514
0.511,-29.14004311267388,8.053182018642019
0.512,36.389586398877086,6.382921097613618
0.513,107.93683494165924,91.48631158149897
0.514,62.40020515525011,-26.79309695027039
0.515,61.00569594756541,20.751044201556486
0.516,-19.37580443847295,-51.81579612054523
0.517,-37.22858223523362,-26.786141159731987
0.518,-46.91086847965982,-29.819659614680262
0.519,-87.8390810763221,29.052356755485846
0.52,-17.276579447209798,-27.8557441747929
0.521,-31.68851306023463,41.04955270751341
0.522,-7.376383141604561,8.618269962853972
0.523,34.485406323139586,-16.45270206981077
0.524,-15.604041641584093,30.169273561232878
0.525,23.957433218765807,36.71698909650241
0.526,-70.13491728802343,-29.51855185098853
0.527,60.13364098925699,30.888076491939525
0.528,87.1789119680275,4.15478053259547
0.529,83.15707213568743,36.27811071679021
0.53,35.292072762878476,48.38241293188617
0.531,0.046246139188837174,23.696864713601194
0.532,10.465677479224821,-63.737531595383444
0.533,-1.5721126723100696,50.23513058224373
0.534,-7.621400514655023,-42.72006617315914
0.535,-48.47808788319213,-19.980986372579686
0.536,-48.33811586648501,-10.917993206719864
0.537,32.19627669435353,-23.464356408515734
0.538,-48.152022838429296,-43.237351269767224
0.539,-9.368766629014711,63.61579579666869
0.54,-25.142337510022607,17.015160805150913
0.541,-16.399418681325105,14.523320487819586
0.542,-77.36325054528027,31.789520339877086
0.543,-52.00288785794566,-63.204038857669154
0.544,13.230328715052286,-1.0846900617343602
0.545,75.30647964499768,-46.92129830388682
0.546,-37.01038322821698,67.67285658637351
0.547,-55.1663038779668,0.4523514201542252
0.548,-85.94173863759421,-44.294836423962415
0.549,-6.960909861345724,81.36113834696035
0.55,63.44288081005273,27.791158172771475
0.551,-77.87514037990299,23.98529031497785
0.552,-0.4576198936077073,-40.38850535109916
0.553,-93.61283444284311,3.9069090413983765
0.554,-58.05351910665877,75.16891939582038
0.555,20.774450970705985,-37.23135377812644
0.556,6.109673162479236,34.67054869460026
0.557,11.479199153749416,65.88476673685909
0.558,-100.03780402701112,48.81669544537109
0.559,-90.61987490969915,-60.678275830377046
0.56,-71.9414302030941,-1.0721791895427526
0.561,96.76199526940516,91.86446035396436
0.562,53.4279205465314,41.88763097921798
0.563,-18.688230520614287,61.43335230139947
0.564,-91.42896939003671,12.358755093358617
0.565,-27.63025976562443,-35.61296817593308
0.566,20.148397237216013,-66.91286370731805
0.567,12.282823966638729,-59.64803699295027
0.568,39.41202504454648,96.93465239765868
0.569,-17.51902224133262,-11.734511292340141
0.57,56.6006815685853,68.31815851718046
0.571,13.36032871360398,-61.02725692651356
0.572,-35.034909012496385,34.70219053055532
0.573,20.00162676317958,19.070536760805133
0.574,19.140020553768117,-7.059587654166391
0.575,1.099144685917621,61.85393032457135
0.576,-37.902644886955976,-81.30817252271034
0.577,16.408096890310908,-96.02327845345482
0.578,12.755625881580501,-28.25833392618608
0.579,-95.21874174013183,-63.25685916585396
0.58,-61.41077511281754,30.633671804112073
0.581,-13.096237002734377,11.159095917754719
0.582,72.52490819203712,-88.92551151439866
0.583,32.0738265506036,-4.126783039788103
0.584,-39.010261398370474,-24.9589438094143
0.585,-70.64165474015984,29.056418253651106
0.586,36.50052311560364,64.75552878855962
0.587,-47.60998346326309,108.54512752696144
0.588,86.59831470071546,-7.398286116013737
0.589,22.08230184741657,87.42403386101446
0.59,4.981771677555283,2.6938869323730885
0.591,38.17348215591663,-5.59085864451574
0.592,-19.77131381525132,-21.586887720569276
0.593,36.20459498655146,-40.41644998319695
0.594,-5.780760087984324,8.874070481176686
0.595,96.821449588499,26.04825725271641
0.596,-15.116559395155804,9.609024175593593
0.597,-22.275667563572814,7.0233531036822745
0.598,26.282391377667146,-22.631696892047046
0.599,-97.48632173260839,58.997086984891425
0.6,28.609483222778938,4.34874571940585
0.601,8.95419535817604,-4.4811430593786685
0.602,61.69188730211259,-12.530407543151911
0.603,-30.111078191496272,-14.294355977914114
0.604,47.812843848947416,39.00808101583774
0.605,-36.82595767629472,-19.75750159155514
0.606,23.20796226441777,13.580626252432419
0.607,-100.0656801810249,1.7402326546015616
0.608,69.10868156937559,-6.60346205491327
0.609,-22.64454867693349,13.824450602654162
0.61,13.340321147618475,-49.98956744420771
0.611,-52.5810645230828,-39.37081261463134
0.612,22.90193765480265,90.16962396458494
0.613,61.38150663899985,52.35486068191222
0.614,-114.68617530989718,45.90450077379003
0.615,32.20716713140129,-14.46852814906224
0.616,55.51726190111948,-66.64741004695111
0.617,65.30884780132254,-99.7583760643198
0.618,16.337558922081445,93.60167767361366
0.619,-54.32028688906891,-9.124636352265846
0.62,88.44270821223171,-57.23027405180909
0.621,22.189647402399544,-46.801923382822885
0.622,-33.64555329852621,61.14037446725219
0.623,-16.277244481412108,-6.454593093492835
0.624,-26.957303604371525,-30.32703793033659
0.625,-30.760177408829996,7.818582149529077
0.626,-26.275551165837058,-15.021788770757139
0.627,80.832633544515,-57.77303547408552
0.628,-20.885194419763273,152.27154738914666
0.629,17.613387317891046,49.14030916362626
0.63,6.067187231384931,36.69932613107779
0.631,-9.053448993571694,14.12564401194946
0.632,-53.368684427503844,38.35832468445092
0.633,0.19132966601432563,-72.49741275398816
0.634,-63.68364461829419,-54.181140059886204
0.635,83.09794501753504,30.24779450838122
0.636,4.5922178638187185,-12.532071531975564
0.637,10.694186578180142,16.17094019961885
0.638,40.62683120930358,37.11566856566566
0.639,34.90629157739131,-70.41061300659969
0.64,33.47644724257551,6.75440652450747
0.641,45.73734136662402,55.63317814450609
0.642,-67.4370277638429,33.71848802852382
0.643,-15.74613488465966,48.469151763817635
0.644,-38.28135527942671,12.393066173233782
0.645,-29.18126929224072,23.930320155276732
0.646,-13.087266777044135,113.81283345073336
0.647,-73.28844924892215,-73.8303328878517
0.648,-22.278686657496824,-32.275037635739864
0.649,25.018803103378495,-13.740966572263247
0.65,53.57859556099073,-69.49637391634646
0.651,-43.12145258572439,-77.26270201031096
0.652,-77.91564169813637,51.730514733688494
0.653,4.105908956036425,41.12224404850402
0.654,-58.36715627810468,69.1383771969992
0.655,18.1246194854832,-39.79543053265072
0.656,23.039520913127014,-6.838515890537726
0.657,-31.502224987809807,72.18825793168565
0.658,-4.248587475320592,15.851694076887277
0.659,37.177725459770144,-39.85899799768846
0.66,-21.996528850282626,31.831781178545064
